",title,Adventure,Animation,Comedy,Fantasy,Romance,Children,Drama,Documentary,Crime,Sci-Fi,Horror,Mystery,War,Thriller,Action"
"36765,Blues Busters (1950),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36766,Triple Trouble (1950),0,0,1,0,0,0,0,0,1,0,0,0,0,0,1"
"36767,Bowery Battalion (1951),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"36768,Crazy Over Horses (1951),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36769,Ghost Chasers (1951),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"36770,Let's Go Navy! (1951),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36771,Feudin' Fools (1952),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36772,Here Come the Marines (1952),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36773,Hold That Line (1952),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"36774,Clipped Wings (1953),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36775,Jalopy (1953),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36776,Loose in London (1953),1,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"36777,Paris Playboys (1954),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36778,The Bowery Boys Meet the Monsters (1954),0,0,1,0,0,0,0,0,0,1,1,0,0,0,0"
"36779,Bowery to Bagdad (1955),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36780,High Society (1955),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36781,Spy Chasers (1955),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36782,Crashing Las Vegas (1956),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"36783,Second Fiddle to a Steel Guitar (1966),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36784,Angry Indian Goddesses (2015),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36785,The Girl in the Photographs (2015),0,0,0,0,0,0,0,0,1,0,1,0,0,1,0"
"36786,The Unfolding (2015),0,0,0,0,0,0,0,0,0,0,1,1,0,1,0"
"36787,Lovers of the Café Flore (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36788,Zoom (2015),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36789,Sundays (2015),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"36790,This Is Normal (2013),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36791,He Took His Skin Off for Me (2014),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
"36792,Highway to Hellas (2015),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36793,2 Hours (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"36794,Amal (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36795,Wind (2013),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36796,Rhinoceros (1964),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36797,Palmipedarium (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36798,Everything Will Be Okay (2015),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"36799,Hate Story (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"36800,Hate Story 2 (2014),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0"
"36801,Small People with Hats (2014),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36802,La escopeta nacional (1978),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36803,Catastasis (2015),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"36804,The Lift (1972),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0"
"36805,The T.A.M.I. Show (1964),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36806,In Search of Blind Joe Death: The Saga of John Fahey (2013),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36807,The Huntsman Winter's War (2016),1,0,0,1,0,0,0,0,0,0,0,0,0,0,1"
"36808,Neighbors 2: Sorority Rising (2016),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36809,Snow Shark: Ancient Snow Beast (2011),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0"
"36810,Silent Retreat (2013),0,0,0,0,0,0,0,0,0,0,1,1,0,1,0"
"36811,The Roman Spring of Mrs. Stone (2003),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36812,The Pack (1977),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"36813,The Houston Story (1956),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"36814,Just Before Dawn (1946),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0"
"36815,Klondike Kate (1943),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36816,She's a Soldier Too (1944),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36817,The Mark of the Whistler (1944),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"36818,The Crime Doctor's Warning (1945),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
"36819,Voice of the Whistler (1945),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"36820,Mysterious Intruder (1946),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0"
"36821,Crime Doctor's Man Hunt (1946),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0"
"36822,""Texas, Brooklyn & Heaven (1948)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36823,Hollywood Story (1951),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"36824,Cave of Outlaws (1951),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36825,Fort Ti (1953),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36826,Slaves of Babylon (1953),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36827,Drums of Tahiti (1954),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36828,Masterson Of Kansas (1954),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36829,The Americano (1955),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36830,Duel on the Mississippi (1955),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36831,""Let's Kill Uncle, Before Uncle Kills Us (1966)"",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"36832,The Spirit Is Willing (1967),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36833,Project X (1968),0,0,0,0,0,0,0,0,0,1,0,1,0,0,0"
"36834,Enchantment (1921),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"36835,Killing Them Safely (2015),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36836,A Scandal in Paris (1946),1,0,1,0,1,0,0,0,1,0,0,0,0,0,0"
"36837,The Invited (2010),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"36838,How To Plan An Orgy in a Small Town (2015),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36839,Zombie Ass: Toilet of the Dead (2011),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0"
"36840,Island of Death (1976),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"36841,Baishe Srabon (2011),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"36842,Monsterwolf (2010),0,0,0,1,0,0,0,0,0,0,1,0,0,0,0"
"36843,Joey (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
"36844,Very Semi-Serious (2015),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36845,The Trust (2016),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0"
"36846,From Bedrooms to Billions (2014),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36847,Aadukalam (2011),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"36848,Summer Storm (1944),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36849,Interrogation (2016),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"36850,Dark Horse (2015),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36851,Hush (2016),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"36852,Free Angela and All Political Prisoners (2012),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36853,Wet Bum (2014),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36854,Hey Good Lookin' (1982),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36855,The Visit: An Alien Encounter (2015),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36856,Yasmine (2014),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"36857,A Change of Seasons (1980),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"36858,Canon City (1948),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1"
"36859,From Hand to Mouth (1919),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"36860,Inside the Walls of Folsom Prison (1951),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"36861,The Pay-Off (1930),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"36862,Man Vs. (2015),0,0,0,0,0,0,0,0,0,1,1,0,0,1,0"
"36863,Things to Come (2016),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36864,Sugar Daddies (2014),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"36865,Asmodexia (2014),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"36866,Multi-Facial (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36867,Ghosts Before Breakfast (1928),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
"36868,Out of Sync (2000),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36869,Dangerous Days: Making Blade Runner (2007),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36870,Jimmy Carr: Live (2004),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36871,Jimmy Carr: Stand Up (2005),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36872,Jimmy Carr: Comedian (2007),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36873,Jimmy Carr: In Concert (2008),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36874,Jimmy Carr: Telling Jokes (2009),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36875,Jimmy Carr: Making People Laugh (2010),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36876,Jimmy Carr: Being Funny (2011),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36877,Jimmy Carr: Laughing and Joking (2013),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36878,Internet Story (2010),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36879,Kara (2012),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"36880,Baby Love (1968),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36881,The Dead Room (2015),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"36882,Kisses for Breakfast (1941),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"36883,O Candidato Honesto (2014),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36884,The Magician (1898),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
"36885,Black Magic (1992),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0"
"36886,Black Magic (1975),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"36887,""Undesirable, The (a.k.a. The Exile) (A tolonc) (1915)"",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"36888,The Blonde from Brooklyn (1945),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36889,Confirmation (2016),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36890,Yakeen (1969),0,0,0,0,1,0,0,0,1,0,0,1,0,1,1"
"36891,Secret Agent (1947),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0"
"36892,Darkroom (2013),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"36893,Enchanted Kingdom 3D (2014),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36894,Exodus: Tales from the Enchanted Kingdom (2005),0,0,0,0,0,0,0,0,0,1,0,0,0,0,1"
"36895,Gentlemen Marry Brunettes (1955),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36896,Honeymoon Hotel (1964),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36897,Joe Dakota (1957),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36898,Jurassic Attack (2012),0,0,0,0,0,0,0,0,0,1,0,0,0,0,1"
"36899,Man Alive (1945),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36900,Vabank II (1985),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0"
"36901,The Christmas Hope (2009),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
"36902,Poseidon Rex (2014),0,0,0,0,0,0,0,0,0,1,0,0,0,0,1"
"36903,Refugiado (2014),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36904,Sharkman (2001),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0"
"36905,Sweet Micky for President (2015),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36906,The Bamboo Blonde (1946),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0"
"36907,The Bandit Trail (1941),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36908,The Lady Hermit (1971),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"36909,The Omaha Trail (1942),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36910,The Young Vagabond (1985),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"36911,Trail Guide (1952),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36912,Trailin' West (1936),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36913,Triple Trouble (1918),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36914,Kentucky Kernels (1934),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36915,Sherpa (2015),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36916,Darling (2015),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"36917,The Eight Immortals Restaurant: The Untold Story (1993),0,0,1,0,0,0,0,0,1,0,1,0,0,0,0"
"36918,The Waiting (2016),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"36919,Mr. No Legs (1979),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"36920,The Guns (1964),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36921,The Amulet of Ogum (1974),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36922,All The Days Before Tomorrow (2007),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"36923,Of Men and War (2014),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36924,Riddle (2013),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0"
"36925,Young Dr. Kildare (1938),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36926,Dr. Kildare's Strange Case (1940),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36927,Dr. Kildare Goes Home (1940),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36928,Dr. Kildare's Crisis (1940),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36929,Dr. Kildare's Wedding Day (1941),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36930,Dr. Kildare's Victory (1942),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36931,Girl on the Edge (2015),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
"36932,The Apple Game (1977),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36933,Land of Mine (2015),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
"36934,The Girl in Blue (1973),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36935,Too Late (2015),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36936,Young Girls of Wilko (1979),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"36937,The Cheerleader Murders (2016),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"36938,Rio das Mortes (1971),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36939,In Jackson Heights (2015),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36940,In Transit (2015),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36941,City of Gold (2016),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36942,Onimasa: A Japanese Godfather (1982),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"36943,The Niklashausen Journey (1970),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36944,My Step Brother Frankenstein (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36945,His Wife's Diary (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"36946,Dark Delusion (1947),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
"36947,Between Two Women (1945),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36948,3 Men in White (1944),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36949,Dr. Gillespie's Criminal Case (1943),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36950,Friends (1912),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"36951,The Battle (1911),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
"36952,The Battle at Elderbush Gulch (1913),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"36953,This Side of Heaven (1934),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"36954,One Man's Journey (1933),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36955,Sweepings (1933),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36956,The Bad Man (1941),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36957,The Penalty (1941),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"36958,Stacey (1973),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1"
"36959,The Young Stranger (1957),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36960,2 Nights Till Morning (2015),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"36961,The Brittany Murphy Story (2014),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36962,Där vi en gång gått (2010),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36963,The Education of Sonny Carson (1974),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36964,Uncaged (2016),0,0,1,0,0,0,0,0,0,0,1,0,0,1,0"
"36965,VANish (2015),0,0,0,0,0,0,0,0,1,0,1,0,0,1,1"
"36966,Mrs. 'Arris Goes to Paris (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36967,Observance (2015),0,0,0,0,0,0,0,0,0,0,1,1,0,1,0"
"36968,Five Evenings (1979),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"36969,What Our Fathers Did: A Nazi Legacy (2015),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36970,Trona (2004),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36971,Theory of Obscurity: A Film About the Residents (2015),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"36972,Komissar (1967),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
"36973,The Garden of Sinners - Chapter 4: garan-no-dou. (The Hollow Shrine) (2008),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36974,The Garden of Sinners: Future Gospel (2013),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
"36975,Black Sun (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36976,O Coronel e o Lobisomem (2005),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36977,The Assailant (2009),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"36978,Blood Diner (1987),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0"
"36979,Death on Demand (2008),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"36980,Son of Sam (2008),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"36981,Jackrabbit (2015),0,0,0,0,0,0,0,0,0,1,0,0,0,1,0"
"36982,Turkey Shoot (1982),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0"
"36983,Blondie Goes Latin (1941),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36984,Svens Geheimnis (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36985,Fan (2016),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"36986,Texas - Doc Snyder hält die Welt in Atem (1993),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36987,00 Schneider - Jagd auf Nihil Baxter (1994),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0"
"36988,Praxis Dr. Hasenbein (1997),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36989,Fatty Finn (1980),0,0,1,1,0,1,0,0,0,0,0,0,0,0,0"
"36990,""Ich Chef, Du Turnschuh (1998)"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36991,Belles Familles (2015),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36992,Máncora (2008),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"36993,The Man Who Knew Infinity (2016),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36994,Drifters (2015),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"36995,Pretty Ugly People (2009),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"36996,Despite the Falling Snow (2016),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0"
"36997,Madly Madagascar (2013),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0"
"36998,Hammy's Boomerang Adventure (2006),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0"
"36999,First Flight (2006),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
"37000,Folk Hero & Funny Guy (2016),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"37001,Dreamland (2016),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"37002,Dean (2016),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"37003,Come Down Molly (2015),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"37004,Dial H-I-S-T-O-R-Y (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"37005,The Net (2003),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"37006,Mock Up on Mu (2008),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0"
"37007,Tribulation 99: Alien Anomalies Under America (1992),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0"
"37008,Otto - The Movie (1985),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"37009,Otto - The New Movie (1987),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"37010,Otto - The Alien from East Frisia (1989),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"37011,Nordsee ist Mordsee (1976),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"37012,Stealing Cars (2015),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"37013,The Priest's Children (2013),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"37014,Up from the Depths (1979),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
"37015,Eat My Dust (1976),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"37016,Wizards of the Lost Kingdom II (1989),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1"
"37017,Smokey Bites the Dust (1981),0,0,1,0,1,0,0,0,0,0,0,0,0,0,1"
"37018,A Storm in the Stars (2016),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"37019,Ardh Satya (1983),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"37020,The Last One (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
"37021,Raven's Touch (2015),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"37022,BreadCrumbs (2011),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"37023,Veloce come il vento (2016),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"37024,White Night (2009),0,0,0,0,1,0,0,0,0,0,0,1,0,0,0"
"37025,Welcome to Blood City (1977),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"37026,The Lonely Lady (1983),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"37027,Mobile Suit Gundam 00: Awakening of the Trailblazer (2010),0,1,0,0,0,0,0,0,0,1,0,0,0,0,1"
"37028,Macross Frontier: The Wings of Goodbye (2011),0,1,0,0,1,0,0,0,0,0,0,0,0,0,1"
"37029,Money Monster (2016),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"37030,Natural Enemies (1979),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"37031,The Garden of Sinners - The Final Chapter (Epilogue) (2011),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0"
"37032,Library Wars: The Last Mission (2015),0,0,1,0,1,0,0,0,0,0,0,0,0,0,1"
"37033,The Kiyosu Conference (2013),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"37034,Penance (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"37035,Slugs (1988),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0"
"37036,Imagining Argentina (2003),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0"
"37037,Swiss Miss (1938),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"37038,Supervan (1977),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"37039,A Boyfriend for My Wife (2008),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"37040,Nine Lives (2016),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"37041,Playback (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
"37042,El juego de la verdad (2004),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"37043,Disney's Very Merry Christmas Sing Along Songs (1988),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
"37044,""It's Not You, It's Me (2004)"",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
"37045,Café solo o con ellas (2007),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"37046,Catacombs (1964),0,0,0,0,0,0,0,0,0,0,1,1,0,1,0"
"37047,""Scream, Pretty Peggy (1973)"",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0"
"37048,A Cry in the Wilderness (1974),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
"37049,KISS Meets the Phantom of the Park (1978),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
"37050,Journey of Honor (1991),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"37051,Kolpaçino (2009),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"37052,Don't Think Twice (2016),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"37053,Barbershop: The Next Cut (2016),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
"37054,The Preppie Connection (2016),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
